state,district,season,crop,area,production
छत्तीसगढ (Chhattisgarh),JANJGIR-CHAMPA,Kharif     ,Mesta,17,31
छत्तीसगढ (Chhattisgarh),KOREA,Whole Year ,Potato,558,3513
छत्तीसगढ (Chhattisgarh),KONDAGAON,Kharif     ,Sunflower,8,1
छत्तीसगढ (Chhattisgarh),JASHPUR,Whole Year ,Garlic,106,302
छत्तीसगढ (Chhattisgarh),DANTEWADA,Whole Year ,Sweet potato,80,466
छत्तीसगढ (Chhattisgarh),DANTEWADA,Kharif     ,Moong(Green Gram),1642,544
छत्तीसगढ (Chhattisgarh),DURG,Whole Year ,Garlic,8,25
छत्तीसगढ (Chhattisgarh),KORBA,Whole Year ,Dry ginger,1,1
छत्तीसगढ (Chhattisgarh),DHAMTARI,Rabi       ,Other  Rabi pulses,145,52
छत्तीसगढ (Chhattisgarh),SURGUJA,Kharif     ,Horse-gram,8448,1385
छत्तीसगढ (Chhattisgarh),BALRAMPUR,Kharif     ,Sugarcane,44097,2129180
छत्तीसगढ (Chhattisgarh),JANJGIR-CHAMPA,Rabi       ,Linseed,2003,809
छत्तीसगढ (Chhattisgarh),SURAJPUR,Rabi       ,Peas & beans (Pulses),1017,441
छत्तीसगढ (Chhattisgarh),JANJGIR-CHAMPA,Rabi       ,Horse-gram,32,10
छत्तीसगढ (Chhattisgarh),MAHASAMUND,Kharif     ,Groundnut,7262,7666
छत्तीसगढ (Chhattisgarh),KABIRDHAM,Kharif     ,Sunflower,9,4
छत्तीसगढ (Chhattisgarh),KANKER,Kharif     ,Moong(Green Gram),1037,418
छत्तीसगढ (Chhattisgarh),JANJGIR-CHAMPA,Kharif     ,Groundnut,947,1413
छत्तीसगढ (Chhattisgarh),RAIGARH,Rabi       ,Urad,14,2
छत्तीसगढ (Chhattisgarh),NARAYANPUR,Kharif     ,Maize,1177,2759
छत्तीसगढ (Chhattisgarh),DURG,Whole Year ,Dry chillies,190,184
छत्तीसगढ (Chhattisgarh),DHAMTARI,Kharif     ,Arhar/Tur,108,46
छत्तीसगढ (Chhattisgarh),JASHPUR,Kharif     ,Rice,179402,247335
छत्तीसगढ (Chhattisgarh),JASHPUR,Whole Year ,Dry ginger,25,29
छत्तीसगढ (Chhattisgarh),BASTAR,Whole Year ,Banana,87,3186
छत्तीसगढ (Chhattisgarh),MAHASAMUND,Rabi       ,Urad,9,2
छत्तीसगढ (Chhattisgarh),RAIGARH,Rabi       ,Gram,606,420
छत्तीसगढ (Chhattisgarh),BASTAR,Whole Year ,Dry chillies,220,157
छत्तीसगढ (Chhattisgarh),SURGUJA,Whole Year ,Banana,12,337
छत्तीसगढ (Chhattisgarh),JANJGIR-CHAMPA,Kharif     ,Soyabean,25,33
छत्तीसगढ (Chhattisgarh),JASHPUR,Rabi       ,Other  Rabi pulses,489,21
छत्तीसगढ (Chhattisgarh),KABIRDHAM,Rabi       ,Gram,51549,43326
छत्तीसगढ (Chhattisgarh),KOREA,Rabi       ,Peas & beans (Pulses),147,49
छत्तीसगढ (Chhattisgarh),JASHPUR,Kharif     ,Soyabean,10,11
छत्तीसगढ (Chhattisgarh),KANKER,Kharif     ,Horse-gram,7722,2456
छत्तीसगढ (Chhattisgarh),BEMETARA,Rabi       ,Masoor,2955,940
छत्तीसगढ (Chhattisgarh),BIJAPUR,Kharif     ,Groundnut,1,1
छत्तीसगढ (Chhattisgarh),SURGUJA,Kharif     ,Mesta,422,771
छत्तीसगढ (Chhattisgarh),RAIPUR,Kharif     ,Small millets,4130,611
छत्तीसगढ (Chhattisgarh),DANTEWADA,Kharif     ,Other Kharif pulses,903,97
छत्तीसगढ (Chhattisgarh),KABIRDHAM,Rabi       ,Masoor,1581,428
छत्तीसगढ (Chhattisgarh),RAIGARH,Whole Year ,Potato,1005,5260
छत्तीसगढ (Chhattisgarh),BIJAPUR,Rabi       ,Horse-gram,125,40
छत्तीसगढ (Chhattisgarh),DHAMTARI,Whole Year ,Dry ginger,3,4
छत्तीसगढ (Chhattisgarh),DHAMTARI,Whole Year ,Sannhamp,12,4
छत्तीसगढ (Chhattisgarh),DHAMTARI,Kharif     ,Sesamum,377,131
छत्तीसगढ (Chhattisgarh),BALOD,Whole Year ,Sweet potato,6,38
छत्तीसगढ (Chhattisgarh),RAJNANDGAON,Kharif     ,Moong(Green Gram),422,69
छत्तीसगढ (Chhattisgarh),BILASPUR,Whole Year ,Sannhamp,103,37
छत्तीसगढ (Chhattisgarh),RAJNANDGAON,Kharif     ,Moong(Green Gram),788,176
छत्तीसगढ (Chhattisgarh),JANJGIR-CHAMPA,Kharif     ,Urad,1654,427
छत्तीसगढ (Chhattisgarh),RAIPUR,Whole Year ,Garlic,8,23
छत्तीसगढ (Chhattisgarh),KOREA,Kharif     ,Moong(Green Gram),26,5
छत्तीसगढ (Chhattisgarh),BASTAR,Rabi       ,Khesari,12,7
छत्तीसगढ (Chhattisgarh),MAHASAMUND,Kharif     ,Ragi,6,2
छत्तीसगढ (Chhattisgarh),DURG,Whole Year ,Sugarcane,435,820
छत्तीसगढ (Chhattisgarh),BILASPUR,Kharif     ,Sesamum,690,274
छत्तीसगढ (Chhattisgarh),BASTAR,Kharif     ,Soyabean,70,56
छत्तीसगढ (Chhattisgarh),NARAYANPUR,Kharif     ,Ragi,342,94
छत्तीसगढ (Chhattisgarh),DHAMTARI,Whole Year ,Sweet potato,54,240
छत्तीसगढ (Chhattisgarh),MAHASAMUND,Kharif     ,Small millets,945,139
छत्तीसगढ (Chhattisgarh),BALODA BAZAR,Whole Year ,Dry chillies,479,437
छत्तीसगढ (Chhattisgarh),JASHPUR,Rabi       ,Moong(Green Gram),3,1
छत्तीसगढ (Chhattisgarh),BILASPUR,Rabi       ,Potato,439,1749
छत्तीसगढ (Chhattisgarh),KANKER,Whole Year ,Coriander,125,30
छत्तीसगढ (Chhattisgarh),SUKMA,Whole Year ,Sugarcane,8,24
छत्तीसगढ (Chhattisgarh),RAJNANDGAON,Whole Year ,Potato,12,75
छत्तीसगढ (Chhattisgarh),RAJNANDGAON,Rabi       ,Masoor,1388,377
छत्तीसगढ (Chhattisgarh),NARAYANPUR,Kharif     ,Jowar,5,7
छत्तीसगढ (Chhattisgarh),KOREA,Whole Year ,Sannhamp,61,17
छत्तीसगढ (Chhattisgarh),SURGUJA,Rabi       ,Gram,1465,1102
दादरा और नगर हवेली (Dadra and Nagar Haveli),दादरा और नगर हवेली (Dadra and Nagar Haveli),Kharif     ,Small millets,250,220
दादरा और नगर हवेली (Dadra and Nagar Haveli),दादरा और नगर हवेली (Dadra and Nagar Haveli),Rabi       ,Maize,20,20
दादरा और नगर हवेली (Dadra and Nagar Haveli),दादरा और नगर हवेली (Dadra and Nagar Haveli),Kharif     ,Small millets,207,191
गुजरात (Gujarat),JAMNAGAR,Kharif     ,Bajra,1500,1500
गुजरात (Gujarat),BANAS KANTHA,Whole Year ,Guar seed,53100,33600
गुजरात (Gujarat),KACHCHH,Whole Year ,Dry chillies,200,200
गुजरात (Gujarat),अहमदाबाद (AHMADABAD),Kharif     ,Rice,52200,72600
गुजरात (Gujarat),GANDHINAGAR,Kharif     ,Urad,300,200
गुजरात (Gujarat),PATAN,Kharif     ,Moong(Green Gram),7800,3500
गुजरात (Gujarat),JAMNAGAR,Summer     ,Sesamum,14700,7400
गुजरात (Gujarat),DANG,Kharif     ,Moong(Green Gram),100,
गुजरात (Gujarat),PATAN,Kharif     ,Arhar/Tur,1600,1600
गुजरात (Gujarat),JAMNAGAR,Kharif     ,Other Kharif pulses,100,100
गुजरात (Gujarat),DANG,Rabi       ,Other  Rabi pulses,2800,1900
गुजरात (Gujarat),DOHAD,Rabi       ,Maize,32900,60000
गुजरात (Gujarat),BHAVNAGAR,Rabi       ,Other Cereals & Millets,100,
गुजरात (Gujarat),RAJKOT,Kharif     ,Moong(Green Gram),6400,2000
गुजरात (Gujarat),DANG,Kharif     ,Rice,12300,13500
गुजरात (Gujarat),PORBANDAR,Kharif     ,Jowar,400,500
गुजरात (Gujarat),PANCH MAHALS,Kharif     ,Other Cereals & Millets,2000,1300
गुजरात (Gujarat),PATAN,Kharif     ,Arhar/Tur,1200,1000
गुजरात (Gujarat),MAHESANA,Rabi       ,Wheat,42900,125700
गुजरात (Gujarat),अहमदाबाद (AHMADABAD),Kharif     ,Moth,2100,500
गुजरात (Gujarat),VADODARA,Rabi       ,Jowar,4700,5100
गुजरात (Gujarat),VALSAD,Whole Year ,Dry chillies,900,800
गुजरात (Gujarat),अमरेली (AMRELI),Whole Year ,Dry chillies,100,100
गुजरात (Gujarat),RAJKOT,Rabi       ,Gram,8000,8800
गुजरात (Gujarat),DOHAD,Kharif     ,Jowar,100,100
गुजरात (Gujarat),BHARUCH,Kharif     ,Rice,12200,19400
गुजरात (Gujarat),PANCH MAHALS,Kharif     ,Sesamum,1700,1000
गुजरात (Gujarat),JUNAGADH,Whole Year ,Onion,2200,58400
गुजरात (Gujarat),DOHAD,Whole Year ,Garlic,300,1800
गुजरात (Gujarat),BHARUCH,Kharif     ,Moong(Green Gram),1600,700
गुजरात (Gujarat),VADODARA,Kharif     ,Urad,14200,9200
गुजरात (Gujarat),BHARUCH,Kharif     ,Jowar,12600,16800
गुजरात (Gujarat),KACHCHH,Kharif     ,Cotton(lint),40400,139300
गुजरात (Gujarat),VADODARA,Kharif     ,Dry chillies,1400,1200
गुजरात (Gujarat),BHAVNAGAR,Kharif     ,Other Cereals & Millets,4000,1000
गुजरात (Gujarat),SABAR KANTHA,Kharif     ,Groundnut,34900,26900
गुजरात (Gujarat),PANCH MAHALS,Kharif     ,Groundnut,200,300
गुजरात (Gujarat),PANCH MAHALS,Kharif     ,Bajra,9300,9000
गुजरात (Gujarat),ANAND,Whole Year ,Dry chillies,1600,1600
गुजरात (Gujarat),VADODARA,Rabi       ,Wheat,20100,51500
गुजरात (Gujarat),KACHCHH,Kharif     ,Moong(Green Gram),84400,42400
गुजरात (Gujarat),BHARUCH,Whole Year ,Tobacco,100,100
गुजरात (Gujarat),DANG,Kharif     ,Arhar/Tur,4000,4400
गुजरात (Gujarat),NAVSARI,Summer     ,Rice,5600,17900
गुजरात (Gujarat),BHARUCH,Kharif     ,Sesamum,3200,1200
गुजरात (Gujarat),VALSAD,Kharif     ,Ragi,9300,10400
गुजरात (Gujarat),NARMADA,Kharif     ,Moong(Green Gram),500,300
गुजरात (Gujarat),JUNAGADH,Kharif     ,Bajra,16700,32000
गुजरात (Gujarat),BHAVNAGAR,Kharif     ,Castor seed,900,1800
गुजरात (Gujarat),NAVSARI,Rabi       ,Jowar,500,400
गुजरात (Gujarat),VADODARA,Whole Year ,Sugarcane,2100,145000
गुजरात (Gujarat),NARMADA,Rabi       ,Wheat,1600,4600
गुजरात (Gujarat),TAPI,Summer     ,Groundnut,10100,15900
गुजरात (Gujarat),BHAVNAGAR,Kharif     ,Groundnut,101700,211700
गुजरात (Gujarat),MAHESANA,Summer     ,Moong(Green Gram),100,100
गुजरात (Gujarat),DOHAD,Whole Year ,Onion,600,17300
गुजरात (Gujarat),अमरेली (AMRELI),Whole Year ,Garlic,1900,12700
गुजरात (Gujarat),PATAN,Kharif     ,Castor seed,29600,52400
गुजरात (Gujarat),SURAT,Whole Year ,Guar seed,2200,1300
गुजरात (Gujarat),DANG,Kharif     ,Arhar/Tur,2100,2000
गुजरात (Gujarat),अहमदाबाद (AHMADABAD),Kharif     ,Small millets,400,200
गुजरात (Gujarat),BHAVNAGAR,Kharif     ,Bajra,46000,105000
गुजरात (Gujarat),VADODARA,Kharif     ,Urad,13100,10700
गुजरात (Gujarat),PATAN,Kharif     ,Moth,4000,1800
गुजरात (Gujarat),ANAND,Kharif     ,Tobacco,15600,27400
गुजरात (Gujarat),NARMADA,Kharif     ,Maize,9800,22900
गुजरात (Gujarat),अमरेली (AMRELI),Rabi       ,Rapeseed &Mustard,400,500
गुजरात (Gujarat),अमरेली (AMRELI),Rabi       ,Wheat,5400,15400
गुजरात (Gujarat),JUNAGADH,Summer     ,Groundnut,1300,2800
गुजरात (Gujarat),SABAR KANTHA,Whole Year ,Guar seed,5000,2900
गुजरात (Gujarat),SURAT,Summer     ,Rice,2900,8900
गुजरात (Gujarat),BANAS KANTHA,Kharif     ,Moong(Green Gram),32300,5000
गुजरात (Gujarat),KHEDA,Summer     ,Maize,3900,8100
गुजरात (Gujarat),VADODARA,Summer     ,Bajra,4700,19400
हरयाणा (Haryana),अंबाला (AMBALA),Whole Year ,Potato,2300,62400
हरयाणा (Haryana),YAMUNANAGAR,Kharif     ,Maize,1506,5000
हरयाणा (Haryana),YAMUNANAGAR,Rabi       ,Gram,210,0
हरयाणा (Haryana),YAMUNANAGAR,Rabi       ,Gram,215,0
हरयाणा (Haryana),SIRSA,Rabi       ,Barley,7274,27000
हरयाणा (Haryana),REWARI,Kharif     ,Moth,1,0
हरयाणा (Haryana),SONIPAT,Whole Year ,Onion,52,1000
हरयाणा (Haryana),ROHTAK,Whole Year ,Sugarcane,7145,384000
हरयाणा (Haryana),YAMUNANAGAR,Kharif     ,Sesamum,53,
हरयाणा (Haryana),KURUKSHETRA,Rabi       ,Masoor,333,500
हरयाणा (Haryana),PANIPAT,Whole Year ,Sweet potato,16,300
हरयाणा (Haryana),GURGAON,Rabi       ,Barley,2363,7000
हरयाणा (Haryana),ROHTAK,Rabi       ,Peas & beans (Pulses),7,0
हरयाणा (Haryana),GURGAON,Whole Year ,Onion,1219,14600
हरयाणा (Haryana),YAMUNANAGAR,Whole Year ,Potato,1051,22400
हरयाणा (Haryana),PANCHKULA,Whole Year ,Sugarcane,355,
हरयाणा (Haryana),PANCHKULA,Kharif     ,Sesamum,66,0
हरयाणा (Haryana),PANCHKULA,Kharif     ,Arhar/Tur,290,300
हरयाणा (Haryana),MAHENDRAGARH,Kharif     ,Maize,2,0
हरयाणा (Haryana),MEWAT,Whole Year ,Sugarcane,849,60000
हरयाणा (Haryana),REWARI,Rabi       ,Wheat,45797,208000
हरयाणा (Haryana),GURGAON,Rabi       ,Masoor,1823,800
हरयाणा (Haryana),HISAR,Rabi       ,Rapeseed &Mustard,61966,102800
हरयाणा (Haryana),अंबाला (AMBALA),Rabi       ,Other  Rabi pulses,25000,18000
हरयाणा (Haryana),REWARI,Rabi       ,Gram,304,0
हरयाणा (Haryana),JHAJJAR,Kharif     ,Moong(Green Gram),2,0
हरयाणा (Haryana),KAITHAL,Whole Year ,Potato,348,8900
हरयाणा (Haryana),KAITHAL,Kharif     ,Rice,160911,402000
हरयाणा (Haryana),PANIPAT,Rabi       ,Peas & beans (Pulses),235,300
हरयाणा (Haryana),REWARI,Kharif     ,Bajra,50379,78000
हरयाणा (Haryana),FARIDABAD,Rabi       ,Gram,2,
हरयाणा (Haryana),KARNAL,Kharif     ,Cotton(lint),64,
हरयाणा (Haryana),JIND,Rabi       ,Gram,180,
हरयाणा (Haryana),JHAJJAR,Rabi       ,Wheat,92614,358000
हरयाणा (Haryana),JIND,Kharif     ,Moong(Green Gram),51,
हरयाणा (Haryana),JIND,Kharif     ,Rice,104307,222000
हरयाणा (Haryana),ROHTAK,Rabi       ,Wheat,91678,352000
हरयाणा (Haryana),HISAR,Kharif     ,Moong(Green Gram),1984,600
हरयाणा (Haryana),SIRSA,Whole Year ,Sannhamp,1,
हरयाणा (Haryana),BHIWANI,Kharif     ,Bajra,222539,153000
हरयाणा (Haryana),YAMUNANAGAR,Rabi       ,Barley,18,
हरयाणा (Haryana),SIRSA,Rabi       ,Masoor,25,0
हरयाणा (Haryana),FARIDABAD,Kharif     ,Jowar,19892,3000
हरयाणा (Haryana),KARNAL,Rabi       ,Peas & beans (Pulses),135,200
हरयाणा (Haryana),ROHTAK,Kharif     ,Cotton(lint),7762,21000
हरयाणा (Haryana),SIRSA,Whole Year ,Dry chillies,101,100
हरयाणा (Haryana),KURUKSHETRA,Rabi       ,Wheat,112004,609000
हरयाणा (Haryana),SIRSA,Kharif     ,Other Kharif pulses,2500,1200
हरयाणा (Haryana),MEWAT,Kharif     ,Sesamum,434,100
हरयाणा (Haryana),ROHTAK,Rabi       ,Barley,1497,3000
हिमाचल प्रदेश (Himachal Pradesh),KULLU,Rabi       ,Garlic,783,984
हिमाचल प्रदेश (Himachal Pradesh),UNA,Kharif     ,Moong(Green Gram),34,16
हिमाचल प्रदेश (Himachal Pradesh),UNA,Rabi       ,Wheat,30280,46811
हिमाचल प्रदेश (Himachal Pradesh),LAHUL AND SPITI,Kharif     ,Maize,38,87
हिमाचल प्रदेश (Himachal Pradesh),SOLAN,Rabi       ,Wheat,23779,42551
हिमाचल प्रदेश (Himachal Pradesh),MANDI,Kharif     ,Rice,20697,29448
हिमाचल प्रदेश (Himachal Pradesh),UNA,Kharif     ,Horse-gram,53,14
हिमाचल प्रदेश (Himachal Pradesh),SOLAN,Rabi       ,Rapeseed &Mustard,645,296
हिमाचल प्रदेश (Himachal Pradesh),BILASPUR,Rabi       ,Wheat,28106,67319
हिमाचल प्रदेश (Himachal Pradesh),UNA,Whole Year ,Onion,82,105
हिमाचल प्रदेश (Himachal Pradesh),SIRMAUR,Rabi       ,Coriander,62,14
हिमाचल प्रदेश (Himachal Pradesh),MANDI,Kharif     ,Ragi,1063,981
हिमाचल प्रदेश (Himachal Pradesh),MANDI,Kharif     ,Moong(Green Gram),7,3
हिमाचल प्रदेश (Himachal Pradesh),UNA,Kharif     ,Sannhamp,59,11
हिमाचल प्रदेश (Himachal Pradesh),SHIMLA,Rabi       ,Gram,33,27
हिमाचल प्रदेश (Himachal Pradesh),SOLAN,Rabi       ,Gram,34,4
हिमाचल प्रदेश (Himachal Pradesh),LAHUL AND SPITI,Kharif     ,Peas & beans (Pulses),1415,7829
हिमाचल प्रदेश (Himachal Pradesh),KANGRA,Kharif     ,Urad,2818,1468
हिमाचल प्रदेश (Himachal Pradesh),BILASPUR,Rabi       ,Rapeseed &Mustard,421,466
हिमाचल प्रदेश (Himachal Pradesh),SOLAN,Kharif     ,Horse-gram,311,47
हिमाचल प्रदेश (Himachal Pradesh),KULLU,Rabi       ,Peas & beans (Pulses),275,344
हिमाचल प्रदेश (Himachal Pradesh),KINNAUR,Rabi       ,Masoor,1,1
हिमाचल प्रदेश (Himachal Pradesh),KANGRA,Kharif     ,Dry chillies,17,6
हिमाचल प्रदेश (Himachal Pradesh),SIRMAUR,Whole Year ,Dry chillies,379,86
हिमाचल प्रदेश (Himachal Pradesh),SOLAN,Kharif     ,Moth,1,
जम्मू और कश्मीर (Jammu and Kashmir ),PULWAMA,Kharif     ,Urad,423,226
जम्मू और कश्मीर (Jammu and Kashmir ),UDHAMPUR,Kharif     ,Urad,2121,1080
जम्मू और कश्मीर (Jammu and Kashmir ),KATHUA,Kharif     ,Dry chillies,44,21.3
जम्मू और कश्मीर (Jammu and Kashmir ),DODA,Kharif     ,Barley,34,9
जम्मू और कश्मीर (Jammu and Kashmir ),RAJAURI,Rabi       ,Rapeseed &Mustard,1932,1347.7
जम्मू और कश्मीर (Jammu and Kashmir ),ANANTNAG,Kharif     ,Moong(Green Gram),999,515
जम्मू और कश्मीर (Jammu and Kashmir ),KATHUA,Rabi       ,Linseed,69,25
जम्मू और कश्मीर (Jammu and Kashmir ),PULWAMA,Kharif     ,Cond-spcs other,117,21
झारखंड (Jharkhand),BOKARO,Winter     ,Rice,305.95,226
झारखंड (Jharkhand),GODDA,Autumn     ,Maize,4701.54,5655.95
झारखंड (Jharkhand),WEST SINGHBHUM,Autumn     ,Ragi,656.79,520
झारखंड (Jharkhand),SAHEBGANJ,Winter     ,Rice,30849.59,36978.37
झारखंड (Jharkhand),KODERMA,Rabi       ,Potato,459.09,3909
झारखंड (Jharkhand),DUMKA,Rabi       ,Potato,1163.35,6158.77
झारखंड (Jharkhand),KODERMA,Winter     ,Rice,9461.03,4919.33
झारखंड (Jharkhand),KODERMA,Rabi       ,Potato,264.67,2215.29
झारखंड (Jharkhand),GUMLA,Winter     ,Rice,71928.46,37786.42
झारखंड (Jharkhand),PALAMU,Rabi       ,Rapeseed &Mustard,1922.06,1357
झारखंड (Jharkhand),GODDA,Rabi       ,Masoor,823.89,533
झारखंड (Jharkhand),HAZARIBAGH,Rabi       ,Wheat,2176,4019
झारखंड (Jharkhand),DUMKA,Winter     ,Rice,56210.7,71950
कर्नाटक (Karnataka),CHIKMAGALUR,Kharif     ,Dry chillies,2702,1389
कर्नाटक (Karnataka),TUMKUR,Rabi       ,Rice,909,1963
कर्नाटक (Karnataka),RAMANAGARA,Kharif     ,Niger seed,916,249
कर्नाटक (Karnataka),HASSAN,Kharif     ,Other Kharif pulses,11141,5589
कर्नाटक (Karnataka),BENGALURU URBAN,Whole Year ,Banana,408,13127
कर्नाटक (Karnataka),MYSORE,Kharif     ,Potato,116,718
कर्नाटक (Karnataka),KODAGU,Whole Year ,Dry chillies,260,1078
कर्नाटक (Karnataka),DAVANGERE,Kharif     ,Dry chillies,1289,1707
कर्नाटक (Karnataka),KOLAR,Rabi       ,Cowpea(Lobia),19,7
कर्नाटक (Karnataka),DAVANGERE,Kharif     ,Urad,18,5
कर्नाटक (Karnataka),HAVERI,Whole Year ,Sugarcane,7338,871388
