state,district,season,crop,area,production
बिहार (Bihar),बेगूसराय,पूरे साल ,लहसुन,8,12
बिहार (Bihar),भोजपुरी,खरीफ ,मूंग (हरा चना),118,83
बिहार (Bihar),सरनी,ग्रीष्म ऋतु ,मक्का,6806,22808
बिहार (Bihar),बांका,पूरे साल ,प्याज,156,1623
बिहार (Bihar),भागलपुर,खरीफ ,ज्वार,8,8
बिहार (Bihar),बक्सर,पूरे साल ,लहसुन,3,4
बिहार (Bihar),मधेपुरा,पूरे साल ,आलू,3900,45839
बिहार (Bihar),सीतामढ़ी,पूरे साल ,शकरकंद,226,2721
बिहार (Bihar),मुंगेर,पूरे साल ,गन्ना,201,9780
बिहार (Bihar),सहरसा,ग्रीष्म ऋतु ,मूंग (हरा चना),17796,4983
बिहार (Bihar),कटिहार,रबी ,खेसारी,763,512
बिहार (Bihar),मधुबनी,खरीफ ,उड़द,1041,908
बिहार (Bihar),पटना,रबी ,मटर और बीन्स (दालें),750,758
बिहार (Bihar),पूर्वी चंपारण,रबी ,ग्राम,32,33
बिहार (Bihar),मुंगेर,खरीफ ,चावल,167,279
बिहार (Bihar),दरभंगा,पूरे साल ,शकरकंद,209,1542
बिहार (Bihar),जहानाबाद,पूरे साल ,शकरकंद,1,14
बिहार (Bihar),बेगूसराय,रबी ,रेपसीड और सरसों,10400,20561
बिहार (Bihar),जहानाबाद,पूरे साल ,गन्ना,304,11271
बिहार (Bihar),अररिया,पतझड़ ,चावल,20215,25762
बिहार (Bihar),भोजपुरी,पूरे साल ,आलू,3053,42886
बिहार (Bihar),सरनी,ग्रीष्म ऋतु ,मूंग (हरा चना),2398,1235
बिहार (Bihar),जमुई,रबी ,अन्य रबी दालें,13,10
बिहार (Bihar),सरनी,रबी ,गेहूं,98192,188654
बिहार (Bihar),शिवहर,ग्रीष्म ऋतु ,मूंग (हरा चना),272,110
बिहार (Bihar),वैशाली,पतझड़ ,चावल,4298,3684
बिहार (Bihar),कटिहार,ग्रीष्म ऋतु ,मक्का,8103,18777
बिहार (Bihar),रोहतास,खरीफ ,चने की दाल,197,157
बिहार (Bihar),सहरसा,रबी ,रेपसीड और सरसों,754,976
बिहार (Bihar),लखीसराय,रबी ,रेपसीड और सरसों,2465,4141
बिहार (Bihar),खगरिया,ग्रीष्म ऋतु ,चावल,302,521
बिहार (Bihar),अररिया,रबी ,ग्राम,1216,1172
बिहार (Bihar),कटिहार,रबी ,रेपसीड और सरसों,4968,2673
बिहार (Bihar),समस्तीपुर,खरीफ ,चावल,1273,1651
बिहार (Bihar),कटिहार,ग्रीष्म ऋतु ,चावल,43555,78797
बिहार (Bihar),कटिहार,रबी ,अलसी का बीज,1184,664
बिहार (Bihar),पूर्वी चंपारण,पूरे साल ,आलू,7840,68563
बिहार (Bihar),जहानाबाद,रबी ,अलसी का बीज,616,388
बिहार (Bihar),पूर्वी चंपारण,पूरे साल ,हल्दी,368,400
बिहार (Bihar),समस्तीपुर,पूरे साल ,सन्नहम्पो,65,56
बिहार (Bihar),बेगूसराय,खरीफ ,रागी,38,37
बिहार (Bihar),कैमूर (भभुआ),ग्रीष्म ऋतु ,मक्का,41,198
बिहार (Bihar),शिवहर,रबी ,रेपसीड और सरसों,241,180
बिहार (Bihar),बांका,खरीफ ,सन्नहम्पो,983,4355.55
बिहार (Bihar),भोजपुरी,रबी ,ग्राम,5368,5212
बिहार (Bihar),गया,खरीफ ,अरहर / तुरई,1040,1013
बिहार (Bihar),बेगूसराय,खरीफ ,छोटे बाजरा,229,194
बिहार (Bihar),सीतामढ़ी,खरीफ ,अरहर / तुरई,57,83
बिहार (Bihar),बक्सर,पूरे साल ,आलू,4262,47319
बिहार (Bihar),अरवाली,रबी ,रेपसीड और सरसों,102,90
बिहार (Bihar),कटिहार,रबी ,जौ,341,394
बिहार (Bihar),बेगूसराय,पूरे साल ,गन्ना,2937,79407
बिहार (Bihar),खगरिया,खरीफ ,जूट,1,9
बिहार (Bihar),अररिया,खरीफ ,मेस्टा,2852,19346
बिहार (Bihar),अरवाली,रबी ,ग्राम,763,613
बिहार (Bihar),बेगूसराय,पूरे साल ,शकरकंद,190,2628
बिहार (Bihar),सिवान,रबी ,गेहूं,91888,191136
बिहार (Bihar),मधुबनी,पूरे साल ,लहसुन,19,29
बिहार (Bihar),बक्सर,पूरे साल ,गन्ना,590,39315
बिहार (Bihar),जहानाबाद,खरीफ ,उड़द,7,2
बिहार (Bihar),खगरिया,ग्रीष्म ऋतु ,मूंग (हरा चना),1637,1809
बिहार (Bihar),समस्तीपुर,रबी ,अन्य रबी दालें,14287,8095
बिहार (Bihar),मुंगेर,रबी ,जौ,41,28
बिहार (Bihar),बक्सर,खरीफ ,ज्वार,2084,3091
बिहार (Bihar),अररिया,खरीफ ,अन्य खरीफ दालें,41,24
बिहार (Bihar),गया,पूरे साल ,शकरकंद,14,151
बिहार (Bihar),दरभंगा,रबी ,मसूर,3476,2110
बिहार (Bihar),कटिहार,रबी ,अन्य रबी दालें,10,7
बिहार (Bihar),खगरिया,रबी ,गेहूं,30115,114671
बिहार (Bihar),पूर्वी चंपारण,रबी ,रेपसीड और सरसों,1135,729
बिहार (Bihar),रोहतास,रबी ,मसूर,5285,5449
बिहार (Bihar),मुंगेर,सर्दी ,चावल,31713,46881
बिहार (Bihar),सुपौल,रबी ,रेपसीड और सरसों,2241,2373
बिहार (Bihar),जहानाबाद,रबी ,गेहूं,32803,72142
बिहार (Bihar),पश्चिम चंपारण,रबी ,ग्राम,81,80
बिहार (Bihar),बेगूसराय,रबी ,रेपसीड और सरसों,6739,8902
बिहार (Bihar),वैशाली,खरीफ ,जूट,3,24
बिहार (Bihar),वैशाली,पूरे साल ,धनिया,179,124
बिहार (Bihar),पूर्वी चंपारण,पूरे साल ,गन्ना,22789,954904
बिहार (Bihar),पूर्णिया,रबी ,ग्राम,50,57
बिहार (Bihar),बक्सर,रबी ,मक्का,82,201
बिहार (Bihar),पूर्वी चंपारण,रबी ,सूरजमुखी,106,138
बिहार (Bihar),रोहतास,रबी ,मक्का,6,18
बिहार (Bihar),किशनगंज,ग्रीष्म ऋतु ,मक्का,1708,8013
बिहार (Bihar),औरंगाबाद,ग्रीष्म ऋतु ,मूंग (हरा चना),4,5
बिहार (Bihar),किशनगंज,रबी ,खेसारी,487,479
बिहार (Bihar),औरंगाबाद,खरीफ ,तिल,9,8
बिहार (Bihar),मधुबनी,रबी ,मक्का,50,138
बिहार (Bihar),लखीसराय,खरीफ ,चने की दाल,119,88
बिहार (Bihar),मधुबनी,रबी ,गेहूं,64513,105523
बिहार (Bihar),भागलपुर,खरीफ ,मक्का,25109,37755
बिहार (Bihar),रोहतास,ग्रीष्म ऋतु ,चावल,340,582
बिहार (Bihar),बांका,खरीफ ,अरहर / तुरई,775,502
बिहार (Bihar),मधुबनी,पूरे साल ,गन्ना,934,36118
बिहार (Bihar),नवादा,ग्रीष्म ऋतु ,मूंग (हरा चना),1605,957
बिहार (Bihar),पटना,रबी ,खेसारी,10381,18354
बिहार (Bihar),रोहतास,रबी ,मक्का,5,7
बिहार (Bihar),गया,रबी ,गेहूं,55542,98825
बिहार (Bihar),औरंगाबाद,रबी ,अलसी का बीज,6776,3801
बिहार (Bihar),खगरिया,पूरे साल ,केला,142,2150
बिहार (Bihar),सरनी,रबी ,अलसी का बीज,80,79
बिहार (Bihar),सुपौल,रबी ,मक्का,3858,11586
बिहार (Bihar),अरवाली,रबी ,अलसी का बीज,167,141
बिहार (Bihar),मुजफ्फरपुर,पतझड़ ,चावल,28848,34285
बिहार (Bihar),मुंगेर,पूरे साल ,सन्नहम्पो,22,6
बिहार (Bihar),मधुबनी,रबी ,ग्राम,821,900
बिहार (Bihar),जमुई,पूरे साल ,आलू,1688,16815
बिहार (Bihar),रोहतास,पूरे साल ,धनिया,53,35
बिहार (Bihar),दरभंगा,रबी ,गेहूं,60446,99524
बिहार (Bihar),किशनगंज,रबी ,जौ,84,97
बिहार (Bihar),किशनगंज,खरीफ ,चने की दाल,961,765
बिहार (Bihar),पश्चिम चंपारण,खरीफ ,जूट,82,752
बिहार (Bihar),पूर्वी चंपारण,ग्रीष्म ऋतु ,मूंग (हरा चना),1183,666
बिहार (Bihar),अररिया,खरीफ ,रागी,187,276
बिहार (Bihar),मुंगेर,खरीफ ,मूंग (हरा चना),92,83
बिहार (Bihar),पटना,पूरे साल ,प्याज,1091,12328
छत्तीसगढ (Chhattisgarh),बिलासपुर,रबी ,रेपसीड और सरसों,2556,789
छत्तीसगढ (Chhattisgarh),नारायणपुरी,पूरे साल ,ज्वार,8,6
छत्तीसगढ (Chhattisgarh),जशपुरी,खरीफ ,तिल,221,69
छत्तीसगढ (Chhattisgarh),जांजगीर-चंपा,रबी ,रेपसीड और सरसों,659,167
छत्तीसगढ (Chhattisgarh),कोरबा,खरीफ ,मेस्टा,23,49
छत्तीसगढ (Chhattisgarh),बीजापुर,खरीफ ,तिल,93,18
छत्तीसगढ (Chhattisgarh),जांजगीर-चंपा,खरीफ ,मेस्टा,17,31
छत्तीसगढ (Chhattisgarh),कोरिया,पूरे साल ,आलू,558,3513
छत्तीसगढ (Chhattisgarh),कोंडागांव,खरीफ ,सूरजमुखी,8,1
छत्तीसगढ (Chhattisgarh),जशपुरी,पूरे साल ,लहसुन,106,302
छत्तीसगढ (Chhattisgarh),दंतेवाड़ा,पूरे साल ,शकरकंद,80,466
छत्तीसगढ (Chhattisgarh),दंतेवाड़ा,खरीफ ,मूंग (हरा चना),1642,544
छत्तीसगढ (Chhattisgarh),दुर्ग,पूरे साल ,लहसुन,8,25
छत्तीसगढ (Chhattisgarh),कोरबा,पूरे साल ,सोंठ,1,1
छत्तीसगढ (Chhattisgarh),धमतरी,रबी ,अन्य रबी दालें,145,52
छत्तीसगढ (Chhattisgarh),सरगुजा,खरीफ ,चने की दाल,8448,1385
छत्तीसगढ (Chhattisgarh),बलरामपुर,खरीफ ,गन्ना,44097,2129180
छत्तीसगढ (Chhattisgarh),जांजगीर-चंपा,रबी ,अलसी का बीज,2003,809
छत्तीसगढ (Chhattisgarh),Surajpur,रबी ,मटर और बीन्स (दालें),1017,441
छत्तीसगढ (Chhattisgarh),जांजगीर-चंपा,रबी ,चने की दाल,32,10
छत्तीसगढ (Chhattisgarh),महासमुंद,खरीफ ,मूंगफली,7262,7666
छत्तीसगढ (Chhattisgarh),कबीरधाम:,खरीफ ,सूरजमुखी,9,4
छत्तीसगढ (Chhattisgarh),कांकेरे,खरीफ ,मूंग (हरा चना),1037,418
छत्तीसगढ (Chhattisgarh),जांजगीर-चंपा,खरीफ ,मूंगफली,947,1413
छत्तीसगढ (Chhattisgarh),रायगढ़,रबी ,उड़द,14,2
छत्तीसगढ (Chhattisgarh),नारायणपुरी,खरीफ ,मक्का,1177,2759
छत्तीसगढ (Chhattisgarh),दुर्ग,पूरे साल ,सूखी मिर्च,190,184
छत्तीसगढ (Chhattisgarh),धमतरी,खरीफ ,अरहर / तुरई,108,46
छत्तीसगढ (Chhattisgarh),जशपुरी,खरीफ ,चावल,179402,247335
छत्तीसगढ (Chhattisgarh),जशपुरी,पूरे साल ,सोंठ,25,29
छत्तीसगढ (Chhattisgarh),बस्तर,पूरे साल ,केला,87,3186
छत्तीसगढ (Chhattisgarh),महासमुंद,रबी ,उड़द,9,2
छत्तीसगढ (Chhattisgarh),रायगढ़,रबी ,ग्राम,606,420
छत्तीसगढ (Chhattisgarh),बस्तर,पूरे साल ,सूखी मिर्च,220,157
छत्तीसगढ (Chhattisgarh),सरगुजा,पूरे साल ,केला,12,337
छत्तीसगढ (Chhattisgarh),जांजगीर-चंपा,खरीफ ,सोया बीन,25,33
छत्तीसगढ (Chhattisgarh),जशपुरी,रबी ,अन्य रबी दालें,489,21
छत्तीसगढ (Chhattisgarh),कबीरधाम:,रबी ,ग्राम,51549,43326
छत्तीसगढ (Chhattisgarh),कोरिया,रबी ,मटर और बीन्स (दालें),147,49
छत्तीसगढ (Chhattisgarh),जशपुरी,खरीफ ,सोया बीन,10,11
छत्तीसगढ (Chhattisgarh),कांकेरे,खरीफ ,चने की दाल,7722,2456
छत्तीसगढ (Chhattisgarh),बेमेतरा,रबी ,मसूर,2955,940
छत्तीसगढ (Chhattisgarh),बीजापुर,खरीफ ,मूंगफली,1,1
छत्तीसगढ (Chhattisgarh),सरगुजा,खरीफ ,मेस्टा,422,771
छत्तीसगढ (Chhattisgarh),रायपुर,खरीफ ,छोटे बाजरा,4130,611
छत्तीसगढ (Chhattisgarh),दंतेवाड़ा,खरीफ ,अन्य खरीफ दालें,903,97
छत्तीसगढ (Chhattisgarh),कबीरधाम:,रबी ,मसूर,1581,428
छत्तीसगढ (Chhattisgarh),रायगढ़,पूरे साल ,आलू,1005,5260
छत्तीसगढ (Chhattisgarh),बीजापुर,रबी ,चने की दाल,125,40
छत्तीसगढ (Chhattisgarh),धमतरी,पूरे साल ,सोंठ,3,4
छत्तीसगढ (Chhattisgarh),धमतरी,पूरे साल ,सन्नहम्पो,12,4
छत्तीसगढ (Chhattisgarh),धमतरी,खरीफ ,तिल,377,131
छत्तीसगढ (Chhattisgarh),बालोद,पूरे साल ,शकरकंद,6,38
छत्तीसगढ (Chhattisgarh),राजनंदगांव,खरीफ ,मूंग (हरा चना),422,69
छत्तीसगढ (Chhattisgarh),बिलासपुर,पूरे साल ,सन्नहम्पो,103,37
छत्तीसगढ (Chhattisgarh),राजनंदगांव,खरीफ ,मूंग (हरा चना),788,176
छत्तीसगढ (Chhattisgarh),जांजगीर-चंपा,खरीफ ,उड़द,1654,427
छत्तीसगढ (Chhattisgarh),रायपुर,पूरे साल ,लहसुन,8,23
छत्तीसगढ (Chhattisgarh),कोरिया,खरीफ ,मूंग (हरा चना),26,5
छत्तीसगढ (Chhattisgarh),बस्तर,रबी ,खेसारी,12,7
छत्तीसगढ (Chhattisgarh),महासमुंद,खरीफ ,रागी,6,2
छत्तीसगढ (Chhattisgarh),दुर्ग,पूरे साल ,गन्ना,435,820
छत्तीसगढ (Chhattisgarh),बिलासपुर,खरीफ ,तिल,690,274
छत्तीसगढ (Chhattisgarh),बस्तर,खरीफ ,सोया बीन,70,56
छत्तीसगढ (Chhattisgarh),नारायणपुरी,खरीफ ,रागी,342,94
छत्तीसगढ (Chhattisgarh),धमतरी,पूरे साल ,शकरकंद,54,240
छत्तीसगढ (Chhattisgarh),महासमुंद,खरीफ ,छोटे बाजरा,945,139
छत्तीसगढ (Chhattisgarh),बलौदा बाजार,पूरे साल ,सूखी मिर्च,479,437
छत्तीसगढ (Chhattisgarh),जशपुरी,रबी ,मूंग (हरा चना),3,1
छत्तीसगढ (Chhattisgarh),बिलासपुर,रबी ,आलू,439,1749
छत्तीसगढ (Chhattisgarh),कांकेरे,पूरे साल ,धनिया,125,30
छत्तीसगढ (Chhattisgarh),सुकमा,पूरे साल ,गन्ना,8,24
छत्तीसगढ (Chhattisgarh),राजनंदगांव,पूरे साल ,आलू,12,75
छत्तीसगढ (Chhattisgarh),राजनंदगांव,रबी ,मसूर,1388,377
छत्तीसगढ (Chhattisgarh),नारायणपुरी,खरीफ ,ज्वार,5,7
छत्तीसगढ (Chhattisgarh),कोरिया,पूरे साल ,सन्नहम्पो,61,17
छत्तीसगढ (Chhattisgarh),सरगुजा,रबी ,ग्राम,1465,1102
दादरा और नगर हवेली (Dadra and Nagar Haveli),दादरा और नगर घर (दादरा और नगर हवेली),खरीफ ,छोटे बाजरा,250,220
दादरा और नगर हवेली (Dadra and Nagar Haveli),दादरा और नगर घर (दादरा और नगर हवेली),रबी ,मक्का,20,20
दादरा और नगर हवेली (Dadra and Nagar Haveli),दादरा और नगर घर (दादरा और नगर हवेली),खरीफ ,छोटे बाजरा,207,191
गुजरात (Gujarat),जामनगर,खरीफ ,बाजरे,1500,1500
गुजरात (Gujarat),बनास कंथा,पूरे साल ,ग्वार सीड,53100,33600
गुजरात (Gujarat),कच्छ,पूरे साल ,सूखी मिर्च,200,200
गुजरात (Gujarat),अहमदाबाद (अहमदाबाद),खरीफ ,चावल,52200,72600
गुजरात (Gujarat),गांधीनगर,खरीफ ,उड़द,300,200
गुजरात (Gujarat),पटना,खरीफ ,मूंग (हरा चना),7800,3500
गुजरात (Gujarat),जामनगर,ग्रीष्म ऋतु ,तिल,14700,7400
गुजरात (Gujarat),डांग,खरीफ ,मूंग (हरा चना),100,
गुजरात (Gujarat),पटना,खरीफ ,अरहर / तुरई,1600,1600
गुजरात (Gujarat),जामनगर,खरीफ ,अन्य खरीफ दालें,100,100
गुजरात (Gujarat),डांग,रबी ,अन्य रबी दालें,2800,1900
गुजरात (Gujarat),दाहोद,रबी ,मक्का,32900,60000
गुजरात (Gujarat),भावनगर,रबी ,अन्य अनाज और बाजरा,100,
गुजरात (Gujarat),राजकोट,खरीफ ,मूंग (हरा चना),6400,2000
गुजरात (Gujarat),डांग,खरीफ ,चावल,12300,13500
गुजरात (Gujarat),पोरबंदरी,खरीफ ,ज्वार,400,500
गुजरात (Gujarat),पंच महल,खरीफ ,अन्य अनाज और बाजरा,2000,1300
गुजरात (Gujarat),पटना,खरीफ ,अरहर / तुरई,1200,1000
गुजरात (Gujarat),महेसन,रबी ,गेहूं,42900,125700
गुजरात (Gujarat),अहमदाबाद (अहमदाबाद),खरीफ ,कीट,2100,500
गुजरात (Gujarat),वडोदरा,रबी ,ज्वार,4700,5100
गुजरात (Gujarat),वलसाडी,पूरे साल ,सूखी मिर्च,900,800
गुजरात (Gujarat),अमरेली (अमरेली),पूरे साल ,सूखी मिर्च,100,100
गुजरात (Gujarat),राजकोट,रबी ,ग्राम,8000,8800
गुजरात (Gujarat),दाहोद,खरीफ ,ज्वार,100,100
गुजरात (Gujarat),भरूच,खरीफ ,चावल,12200,19400
गुजरात (Gujarat),पंच महल,खरीफ ,तिल,1700,1000
गुजरात (Gujarat),जूनागढ़,पूरे साल ,प्याज,2200,58400
गुजरात (Gujarat),दाहोद,पूरे साल ,लहसुन,300,1800
गुजरात (Gujarat),भरूच,खरीफ ,मूंग (हरा चना),1600,700
गुजरात (Gujarat),वडोदरा,खरीफ ,उड़द,14200,9200
गुजरात (Gujarat),भरूच,खरीफ ,ज्वार,12600,16800
गुजरात (Gujarat),कच्छ,खरीफ ,कपास (लिंट),40400,139300
गुजरात (Gujarat),वडोदरा,खरीफ ,सूखी मिर्च,1400,1200
गुजरात (Gujarat),भावनगर,खरीफ ,अन्य अनाज और बाजरा,4000,1000
गुजरात (Gujarat),सबर कंथा,खरीफ ,मूंगफली,34900,26900
गुजरात (Gujarat),पंच महल,खरीफ ,मूंगफली,200,300
गुजरात (Gujarat),पंच महल,खरीफ ,बाजरे,9300,9000
गुजरात (Gujarat),आनन्द,पूरे साल ,सूखी मिर्च,1600,1600
गुजरात (Gujarat),वडोदरा,रबी ,गेहूं,20100,51500
गुजरात (Gujarat),कच्छ,खरीफ ,मूंग (हरा चना),84400,42400
गुजरात (Gujarat),भरूच,पूरे साल ,तंबाकू,100,100
गुजरात (Gujarat),डांग,खरीफ ,अरहर / तुरई,4000,4400
गुजरात (Gujarat),नवसारी,ग्रीष्म ऋतु ,चावल,5600,17900
गुजरात (Gujarat),भरूच,खरीफ ,तिल,3200,1200
गुजरात (Gujarat),वलसाडी,खरीफ ,रागी,9300,10400
गुजरात (Gujarat),नर्मदा,खरीफ ,मूंग (हरा चना),500,300
गुजरात (Gujarat),जूनागढ़,खरीफ ,बाजरे,16700,32000
गुजरात (Gujarat),भावनगर,खरीफ ,अरंडी बीज,900,1800
गुजरात (Gujarat),नवसारी,रबी ,ज्वार,500,400
गुजरात (Gujarat),वडोदरा,पूरे साल ,गन्ना,2100,145000
गुजरात (Gujarat),नर्मदा,रबी ,गेहूं,1600,4600
गुजरात (Gujarat),तापी,ग्रीष्म ऋतु ,मूंगफली,10100,15900
गुजरात (Gujarat),भावनगर,खरीफ ,मूंगफली,101700,211700
गुजरात (Gujarat),महेसन,ग्रीष्म ऋतु ,मूंग (हरा चना),100,100
गुजरात (Gujarat),दाहोद,पूरे साल ,प्याज,600,17300
गुजरात (Gujarat),अमरेली (अमरेली),पूरे साल ,लहसुन,1900,12700
गुजरात (Gujarat),पटना,खरीफ ,अरंडी बीज,29600,52400
गुजरात (Gujarat),सूरत,पूरे साल ,ग्वार सीड,2200,1300
गुजरात (Gujarat),डांग,खरीफ ,अरहर / तुरई,2100,2000
गुजरात (Gujarat),अहमदाबाद (अहमदाबाद),खरीफ ,छोटे बाजरा,400,200
गुजरात (Gujarat),भावनगर,खरीफ ,बाजरे,46000,105000
गुजरात (Gujarat),वडोदरा,खरीफ ,उड़द,13100,10700
गुजरात (Gujarat),पटना,खरीफ ,कीट,4000,1800
गुजरात (Gujarat),आनन्द,खरीफ ,तंबाकू,15600,27400
गुजरात (Gujarat),नर्मदा,खरीफ ,मक्का,9800,22900
गुजरात (Gujarat),अमरेली (अमरेली),रबी ,रेपसीड और सरसों,400,500
गुजरात (Gujarat),अमरेली (अमरेली),रबी ,गेहूं,5400,15400
गुजरात (Gujarat),जूनागढ़,ग्रीष्म ऋतु ,मूंगफली,1300,2800
गुजरात (Gujarat),सबर कंथा,पूरे साल ,ग्वार सीड,5000,2900
गुजरात (Gujarat),सूरत,ग्रीष्म ऋतु ,चावल,2900,8900
गुजरात (Gujarat),बनास कंथा,खरीफ ,मूंग (हरा चना),32300,5000
गुजरात (Gujarat),खेड़ा,ग्रीष्म ऋतु ,मक्का,3900,8100
गुजरात (Gujarat),वडोदरा,ग्रीष्म ऋतु ,बाजरे,4700,19400
हरयाणा (Haryana),अंबाला (अंबाला),पूरे साल ,आलू,2300,62400
हरयाणा (Haryana),यमुनानगरी,खरीफ ,मक्का,1506,5000
हरयाणा (Haryana),यमुनानगरी,रबी ,ग्राम,210,0
हरयाणा (Haryana),यमुनानगरी,रबी ,ग्राम,215,0
हरयाणा (Haryana),सिरसा,रबी ,जौ,7274,27000
हरयाणा (Haryana),रेवाड़ी,खरीफ ,कीट,1,0
हरयाणा (Haryana),सोनीपत,पूरे साल ,प्याज,52,1000
हरयाणा (Haryana),रोहतक,पूरे साल ,गन्ना,7145,384000
हरयाणा (Haryana),यमुनानगरी,खरीफ ,तिल,53,
हरयाणा (Haryana),कुरुक्षेत्र:,रबी ,मसूर,333,500
हरयाणा (Haryana),पानीपत,पूरे साल ,शकरकंद,16,300
हरयाणा (Haryana),गुडगाँव,रबी ,जौ,2363,7000
हरयाणा (Haryana),रोहतक,रबी ,मटर और बीन्स (दालें),7,0
हरयाणा (Haryana),गुडगाँव,पूरे साल ,प्याज,1219,14600
हरयाणा (Haryana),यमुनानगरी,पूरे साल ,आलू,1051,22400
हरयाणा (Haryana),पंचकुला,पूरे साल ,गन्ना,355,
हरयाणा (Haryana),पंचकुला,खरीफ ,तिल,66,0
हरयाणा (Haryana),पंचकुला,खरीफ ,अरहर / तुरई,290,300
हरयाणा (Haryana),महेंद्रगढ़:,खरीफ ,मक्का,2,0
हरयाणा (Haryana),मेवाती,पूरे साल ,गन्ना,849,60000
हरयाणा (Haryana),रेवाड़ी,रबी ,गेहूं,45797,208000
हरयाणा (Haryana),गुडगाँव,रबी ,मसूर,1823,800
हरयाणा (Haryana),हिसार,रबी ,रेपसीड और सरसों,61966,102800
हरयाणा (Haryana),अंबाला (अंबाला),रबी ,अन्य रबी दालें,25000,18000
हरयाणा (Haryana),रेवाड़ी,रबी ,ग्राम,304,0
हरयाणा (Haryana),झज्जर,खरीफ ,मूंग (हरा चना),2,0
हरयाणा (Haryana),कैथल,पूरे साल ,आलू,348,8900
हरयाणा (Haryana),कैथल,खरीफ ,चावल,160911,402000
हरयाणा (Haryana),पानीपत,रबी ,मटर और बीन्स (दालें),235,300
हरयाणा (Haryana),रेवाड़ी,खरीफ ,बाजरे,50379,78000
हरयाणा (Haryana),फरीदाबाद,रबी ,ग्राम,2,
हरयाणा (Haryana),करनाल,खरीफ ,कपास (लिंट),64,
हरयाणा (Haryana),जींद,रबी ,ग्राम,180,
हरयाणा (Haryana),झज्जर,रबी ,गेहूं,92614,358000
हरयाणा (Haryana),जींद,खरीफ ,मूंग (हरा चना),51,
हरयाणा (Haryana),जींद,खरीफ ,चावल,104307,222000
हरयाणा (Haryana),रोहतक,रबी ,गेहूं,91678,352000
हरयाणा (Haryana),हिसार,खरीफ ,मूंग (हरा चना),1984,600
हरयाणा (Haryana),सिरसा,पूरे साल ,सन्नहम्पो,1,
हरयाणा (Haryana),भिवानी,खरीफ ,बाजरे,222539,153000
हरयाणा (Haryana),यमुनानगरी,रबी ,जौ,18,
हरयाणा (Haryana),सिरसा,रबी ,मसूर,25,0
हरयाणा (Haryana),फरीदाबाद,खरीफ ,ज्वार,19892,3000
हरयाणा (Haryana),करनाल,रबी ,मटर और बीन्स (दालें),135,200
हरयाणा (Haryana),रोहतक,खरीफ ,कपास (लिंट),7762,21000
हरयाणा (Haryana),सिरसा,पूरे साल ,सूखी मिर्च,101,100
हरयाणा (Haryana),कुरुक्षेत्र:,रबी ,गेहूं,112004,609000
हरयाणा (Haryana),सिरसा,खरीफ ,अन्य खरीफ दालें,2500,1200
हरयाणा (Haryana),मेवाती,खरीफ ,तिल,434,100
हरयाणा (Haryana),रोहतक,रबी ,जौ,1497,3000
हिमाचल प्रदेश (Himachal Pradesh),कुल्लू,रबी ,लहसुन,783,984
हिमाचल प्रदेश (Himachal Pradesh),ऊना,खरीफ ,मूंग (हरा चना),34,16
हिमाचल प्रदेश (Himachal Pradesh),ऊना,रबी ,गेहूं,30280,46811
हिमाचल प्रदेश (Himachal Pradesh),लाहुल और स्पीति,खरीफ ,मक्का,38,87
हिमाचल प्रदेश (Himachal Pradesh),एक प्रकार का हंस,रबी ,गेहूं,23779,42551
हिमाचल प्रदेश (Himachal Pradesh),मंडी,खरीफ ,चावल,20697,29448
हिमाचल प्रदेश (Himachal Pradesh),ऊना,खरीफ ,चने की दाल,53,14
हिमाचल प्रदेश (Himachal Pradesh),एक प्रकार का हंस,रबी ,रेपसीड और सरसों,645,296
हिमाचल प्रदेश (Himachal Pradesh),बिलासपुर,रबी ,गेहूं,28106,67319
हिमाचल प्रदेश (Himachal Pradesh),ऊना,पूरे साल ,प्याज,82,105
हिमाचल प्रदेश (Himachal Pradesh),सिरमौर,रबी ,धनिया,62,14
हिमाचल प्रदेश (Himachal Pradesh),मंडी,खरीफ ,रागी,1063,981
हिमाचल प्रदेश (Himachal Pradesh),मंडी,खरीफ ,मूंग (हरा चना),7,3
हिमाचल प्रदेश (Himachal Pradesh),ऊना,खरीफ ,सन्नहम्पो,59,11
हिमाचल प्रदेश (Himachal Pradesh),शिमला,रबी ,ग्राम,33,27
हिमाचल प्रदेश (Himachal Pradesh),एक प्रकार का हंस,रबी ,ग्राम,34,4
हिमाचल प्रदेश (Himachal Pradesh),लाहुल और स्पीति,खरीफ ,मटर और बीन्स (दालें),1415,7829
हिमाचल प्रदेश (Himachal Pradesh),कांगड़ा,खरीफ ,उड़द,2818,1468
हिमाचल प्रदेश (Himachal Pradesh),बिलासपुर,रबी ,रेपसीड और सरसों,421,466
हिमाचल प्रदेश (Himachal Pradesh),एक प्रकार का हंस,खरीफ ,चने की दाल,311,47
हिमाचल प्रदेश (Himachal Pradesh),कुल्लू,रबी ,मटर और बीन्स (दालें),275,344
हिमाचल प्रदेश (Himachal Pradesh),किन्नौर,रबी ,मसूर,1,1
हिमाचल प्रदेश (Himachal Pradesh),कांगड़ा,खरीफ ,सूखी मिर्च,17,6
हिमाचल प्रदेश (Himachal Pradesh),सिरमौर,पूरे साल ,सूखी मिर्च,379,86
हिमाचल प्रदेश (Himachal Pradesh),एक प्रकार का हंस,खरीफ ,कीट,1,
